# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.2174684,-0.2174684,-0.0154000,219162.5451516,141045.8752750,876046.6381240,13752.9738669,617039.3699496,219195.2028417,219129.8874614,258357.3123216,163399.5114192
-0.2124684,-0.2124684,-0.0104000,215940.1463053,138914.6079300,863162.6367243,13553.4710518,607923.9683651,215941.4161841,215938.8764264,254558.6235239,160997.0096746
-0.2074684,-0.2074684,-0.0054000,203392.9075354,130834.7719583,813079.4357810,12758.1539242,572646.9220684,203393.3191942,203392.4958767,239767.4515953,151642.2511631
-0.2024684,-0.2024684,-0.0004000,189076.8335298,121616.2296472,755933.5805999,11850.9728630,532395.3267915,189076.3329659,189077.3340936,222891.1080552,140968.7143307
-0.1974684,-0.1974684,0.0046000,167797.9625761,107976.2485759,670679.4859738,10536.2913677,472379.0573115,167813.3718811,167782.5532712,197806.7492976,125103.9728669
-0.1924684,-0.1924684,0.0096000,137326.7356907,88354.0369949,549063.0665874,8603.0095040,386716.7056636,137340.6710566,137312.8003249,161886.0846794,102385.7498148
-0.1874684,-0.1874684,0.0146000,111958.7411535,72019.0020773,447799.4315639,6995.2978734,315390.2677644,111971.1471458,111946.3351612,131981.3083724,83472.3086052
-0.1824684,-0.1824684,0.0196000,90986.1212455,58515.0752620,364066.8550046,5667.8319335,256412.1712627,90996.9622326,90975.2802585,107257.9702308,67835.8966271
-0.1774684,-0.1774684,0.0246000,73746.2966292,47415.3733977,295223.9590677,4578.2075296,207921.8800062,73755.5539542,73737.0393043,86934.9960214,54982.5191611
-0.1724684,-0.1724684,0.0296000,59641.4568896,38334.7544986,238887.4333082,3688.1836792,168240.6386228,59649.1262538,59633.7875253,70307.6636306,44466.4708075
-0.1674684,-0.1674684,0.0346000,48146.3066513,30934.8063315,192962.9383959,2964.1741456,135893.2404657,48152.3957362,48140.2175663,56756.7344869,35896.1107064
-0.1624684,-0.1624684,0.0396000,38808.2016557,24923.9318850,155645.6727997,2377.2524995,109608.4263916,38812.7279935,38803.6753178,45748.6139744,28933.9639910
-0.1574684,-0.1574684,0.0446000,31242.7986133,20054.5445529,125403.0536398,1902.8706167,88306.6849459,31245.7877073,31239.8095193,36830.2233101,23293.4784785
-0.1524684,-0.1524684,0.0496000,25127.4052552,16118.7818231,100948.2268728,1536.0716184,71081.5928662,25128.8889396,25125.9215709,29621.1603259,18734.0667134
-0.1474684,-0.1474684,0.0546000,20193.4578597,12943.6570908,81210.0962316,1228.4419582,57178.7034952,20193.4728850,20193.4428344,23804.8316856,15055.4974887
