# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,13976649.6557599,39236655945.9988174,25553603200.8981895,152556421150.5427856,2700391921.9114308,107627658925.2637634,39236656642.4567719,39236655249.5408630,46253692517.0615387,29253403709.4002113,789793190038.2171631,39236655945.9988174,25553603200.8981895,152556421150.5427856,2700391921.9114308,107627658925.2637634,39236656642.4567719,39236655249.5408630,46253692517.0615387,29253403709.4002113,789793190038.2171631
0.0025000,0.0025000,0.0025000,inf,nan,8810940.4337522,20956202554.1898079,13648026216.3961411,81481344048.4578705,1442209977.2710645,57484549212.2577667,20956203178.4249039,20956201929.9547119,24703984727.9747734,15624171804.4830837,421832967226.2457275,20956202554.1898079,13648026216.3961411,81481344048.4578705,1442209977.2710645,57484549212.2577667,20956203178.4249039,20956201929.9547119,24703984727.9747734,15624171804.4830837,421832967226.2457275
0.0050000,0.0050000,0.0050000,inf,nan,5733645.6360762,11548606318.5074406,7521082959.7913542,44904628084.7270966,794702562.7005323,31679842803.5960197,11548606876.9155979,11548605760.0992832,13613945245.2830353,8610214983.1828156,232472814180.0875244,11548606318.5074406,7521082959.7913542,44904628084.7270966,794702562.7005323,31679842803.5960197,11548606876.9155979,11548605760.0992832,13613945245.2830353,8610214983.1828156,232472814180.0875244
0.0075000,0.0075000,0.0075000,inf,nan,3875391.9088808,6548855567.9092808,4264832608.4854879,25466085482.3839149,450559371.8972499,17966017306.8673019,6548856065.9657469,6548855069.8528147,7720045056.6840792,4882585203.6490812,131837953245.1655121,6548855567.9092808,4264832608.4854879,25466085482.3839149,450559371.8972499,17966017306.8673019,6548856065.9657469,6548855069.8528147,7720045056.6840792,4882585203.6490812,131837953245.1655121
0.0100000,0.0100000,0.0100000,inf,nan,2758817.7429228,3813499744.1109552,2483301624.1588340,14831910305.6580467,262253149.7523605,10463614170.5348625,3813500186.5339236,3813499301.6879869,4495501472.4181242,2843204775.4963775,76783734623.1162567,3813499744.1109552,2483301624.1588340,14831910305.6580467,262253149.7523605,10463614170.5348625,3813500186.5339236,3813499301.6879869,4495501472.4181242,2843204775.4963775,76783734623.1162567
0.0125000,0.0125000,0.0125000,inf,nan,2121048.3543268,2277562583.7211146,1482895527.2318316,8861487607.9267845,156482815.9425097,6251447974.5582695,2277562974.6016121,2277562192.8406172,2684879149.2523546,1698066670.7865212,45873908314.3083801,2277562583.7211146,1482895527.2318316,8861487607.9267845,156482815.9425097,6251447974.5582695,2277562974.6016121,2277562192.8406172,2684879149.2523546,1698066670.7865212,45873908314.3083801
0.0150000,0.0150000,0.0150000,inf,nan,1755954.9125848,1395147557.2045071,908080421.6341628,5432439201.4870815,95672378.1344052,3832187526.3732028,1395147900.1108823,1395147214.2981319,1644654075.9151359,1040170568.5942606,28120750240.5638847,1395147557.2045071,908080421.6341628,5432439201.4870815,95672378.1344052,3832187526.3732028,1395147900.1108823,1395147214.2981319,1644654075.9151359,1040170568.5942606,28120750240.5638847
0.0175000,0.0175000,0.0175000,inf,nan,1260525.4859769,878411094.1504089,571383109.7142928,3425742041.6213984,60005264.2183805,2416361987.0984139,878411392.2134919,878410796.0873258,1035505082.5005857,654910917.8764833,17730955219.9118538,878411094.1504089,571383109.7142928,3425742041.6213984,60005264.2183805,2416361987.0984139,878411392.2134919,878410796.0873258,1035505082.5005857,654910917.8764833,17730955219.9118538
0.0200000,0.0200000,0.0200000,inf,nan,952121.3977838,571668560.2200913,371399342.9952303,2236251836.6466188,38759251.6777236,1577037548.1076779,571668816.2035253,571668304.2366574,673905081.0671291,426214996.5865085,11571584660.0044689,571668560.2200913,371399342.9952303,2236251836.6466188,38759251.6777236,1577037548.1076779,571668816.2035253,571668304.2366574,673905081.0671291,426214996.5865085,11571584660.0044689
0.0225000,0.0225000,0.0225000,inf,nan,773749.6767646,388812339.3168347,252035423.4731958,1529388836.5831530,25998871.2222302,1078160174.8307261,388812555.6759472,388812122.9577223,458347072.5525528,289884141.6273025,7910410592.0259676,388812339.3168347,252035423.4731958,1529388836.5831530,25998871.2222302,1078160174.8307261,388812555.6759472,388812122.9577223,458347072.5525528,289884141.6273025,7910410592.0259676
