# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0250000,0.0250000,0.0250000,inf,nan,1775931.6112550,123097864.7892526,78668431.1985940,500133935.2269459,7447943.5010555,351871458.4943899,123097975.5781159,123097754.0003893,145112539.5422370,91777228.4009434,2580500216.9942389,123097864.7892526,78668431.1985940,500133935.2269459,7447943.5010555,351871458.4943899,123097975.5781159,123097754.0003893,145112539.5422370,91777228.4009434,2580500216.9942389
0.0275000,0.0275000,0.0275000,inf,nan,1609210.0994999,83106730.9617457,53111459.2426469,337650009.4670516,5028218.3001161,237555443.4824701,83106850.0344854,83106611.8890060,97969439.2226802,61961313.8066211,1742147539.4396720,83106730.9617457,53111459.2426469,337650009.4670516,5028218.3001161,237555443.4824701,83106850.0344854,83106611.8890060,97969439.2226802,61961313.8066211,1742147539.4396720
0.0300000,0.0300000,0.0300000,inf,nan,1690868.2297619,56846805.1323133,36329712.0584999,230955139.4969911,3439399.5227062,162490005.7602424,56846931.8059620,56846678.4586645,67013219.6991030,42382881.5180858,1191644576.5086505,56846805.1323133,36329712.0584999,230955139.4969911,3439399.5227062,162490005.7602424,56846931.8059620,56846678.4586645,67013219.6991030,42382881.5180858,1191644576.5086505
0.0325000,0.0325000,0.0325000,inf,nan,2012439.8892184,39375937.6430099,25164786.5838062,159969851.4847499,2382410.5734198,112548157.3488890,39376071.3006215,39375803.9853983,46417883.1860032,29357247.0062806,825389033.1170120,39375937.6430099,25164786.5838062,159969851.4847499,2382410.5734198,112548157.3488890,39376071.3006215,39375803.9853983,46417883.1860032,29357247.0062806,825389033.1170120
0.0350000,0.0350000,0.0350000,inf,nan,1416642.8528717,27608204.6836706,17644549.3350406,112156310.9343111,1670508.1737856,78908859.3849256,27608344.7665839,27608064.6007573,32545622.9538037,20583659.2806153,578690555.4799626,27608204.6836706,17644549.3350406,112156310.9343111,1670508.1737856,78908859.3849256,27608344.7665839,27608064.6007573,32545622.9538037,20583659.2806153,578690555.4799626
0.0375000,0.0375000,0.0375000,inf,nan,1042055.8070127,19589004.6466999,12519867.2416989,79573125.5847486,1185412.6556632,55984917.2690407,19589150.6478824,19588858.6455174,23092278.7836649,14604839.4639927,410574651.7031340,19589004.6466999,12519867.2416989,79573125.5847486,1185412.6556632,55984917.2690407,19589150.6478824,19588858.6455174,23092278.7836649,14604839.4639927,410574651.7031340
0.0400000,0.0400000,0.0400000,inf,nan,814754.0991330,14063552.4117865,8988842.4819870,57122187.3347951,851194.2913221,40189539.5612951,14063703.8700810,14063400.9534919,16578661.2867217,10485266.0444997,294737073.8718059,14063552.4117865,8988842.4819870,57122187.3347951,851194.2913221,40189539.5612951,14063703.8700810,14063400.9534919,16578661.2867217,10485266.0444997,294737073.8718059
0.0425000,0.0425000,0.0425000,inf,nan,692301.0428052,10216050.6990468,6530123.1382179,41488954.2154472,618488.7119267,29190769.3324066,10216207.1941774,10215894.2039162,12043076.9743161,7616710.6551136,214076083.1056063,10216050.6990468,6530123.1382179,41488954.2154472,618488.7119267,29190769.3324066,10216207.1941774,10215894.2039162,12043076.9743161,7616710.6551136,214076083.1056063
0.0450000,0.0450000,0.0450000,inf,nan,652599.1116179,7509732.4256944,4800678.1761510,30492559.2680823,454816.8331451,21454250.8233134,7509893.5739131,7509571.2774757,8852763.9812510,5598979.5537307,157339263.1277328,7509732.4256944,4800678.1761510,30492559.2680823,454816.8331451,21454250.8233134,7509893.5739131,7509571.2774757,8852763.9812510,5598979.5537307,157339263.1277328
0.0475000,0.0475000,0.0475000,inf,nan,688333.3224152,5587414.8560981,3572244.0877668,22681771.9104953,338566.8055338,15958966.5663995,5587580.3063767,5587249.4058194,6586661.4391121,4165770.4647994,117038837.6134104,5587414.8560981,3572244.0877668,22681771.9104953,338566.8055338,15958966.5663995,5587580.3063767,5587249.4058194,6586661.4391121,4165770.4647994,117038837.6134104
0.0500000,0.0500000,0.0500000,inf,nan,805133.0071529,4164276.1762134,2661735.9225993,16915238.0776902,251802.7299080,11901230.9480707,4164454.9647218,4164097.3877051,4909010.3416507,3104730.7473875,87279712.9798683,4164276.1762134,2661735.9225993,16915238.0776902,251802.7299080,11901230.9480707,4164454.9647218,4164097.3877051,4909010.3416507,3104730.7473875,87279712.9798683
0.0525000,0.0525000,0.0525000,inf,nan,1022840.8003015,3121592.7053215,1995410.3297277,12678866.6977268,188746.6167986,8920717.7268189,3121775.4310612,3121409.9795818,3679854.6072367,2327344.4034265,65421685.3146041,3121592.7053215,1995410.3297277,12678866.6977268,188746.6167986,8920717.7268189,3121775.4310612,3121409.9795818,3679854.6072367,2327344.4034265,65421685.3146041
0.0550000,0.0550000,0.0550000,inf,nan,1064519.7729438,2360701.4534691,1509162.2105848,9587477.2638841,142733.7194236,6745757.3856597,2360887.8213493,2360515.0855889,2782886.4749233,1760051.9460869,49471290.3387081,2360701.4534691,1509162.2105848,9587477.2638841,142733.7194236,6745757.3856597,2360887.8213493,2360515.0855889,2782886.4749233,1760051.9460869,49471290.3387081
0.0575000,0.0575000,0.0575000,inf,nan,1166288.1662113,1800807.4292951,1151359.2748880,7312787.9307004,108876.4754635,5145386.7770027,1800997.1667183,1800617.6918720,2122861.6738311,1342615.6093567,37734727.8600124,1800807.4292951,1151359.2748880,7312787.9307004,108876.4754635,5145386.7770027,1800997.1667183,1800617.6918720,2122861.6738311,1342615.6093567,37734727.8600124
0.0600000,0.0600000,0.0600000,inf,nan,1025110.3196492,1385453.7680034,885922.8363402,5625403.4168258,83759.8634887,3958214.6439787,1385646.6228689,1385260.9131379,1633226.6610598,1032943.2368521,29028412.9461676,1385453.7680034,885922.8363402,5625403.4168258,83759.8634887,3958214.6439787,1385646.6228689,1385260.9131379,1633226.6610598,1032943.2368521,29028412.9461676
0.0625000,0.0625000,0.0625000,inf,nan,1019932.8302694,1073726.3204312,686473.0497222,4362456.1104565,64763.9360743,3069504.4571192,1073919.7127917,1073532.9280707,1265750.2499971,800530.7477837,22510665.3359209,1073726.3204312,686473.0497222,4362456.1104565,64763.9360743,3069504.4571192,1073919.7127917,1073532.9280707,1265750.2499971,800530.7477837,22510665.3359209
0.0650000,0.0650000,0.0650000,inf,nan,1150573.9295897,830770.8945989,531221.7725187,3375310.8453393,50082.8876340,2374996.9441677,830966.7496219,830575.0395759,979344.9667012,619392.1419595,17417392.9835114,830770.8945989,531221.7725187,3375310.8453393,50082.8876340,2374996.9441677,830966.7496219,830575.0395759,979344.9667012,619392.1419595,17417392.9835114
0.0675000,0.0675000,0.0675000,inf,nan,1173117.5316697,647095.9287722,413852.4164140,2629035.6426475,38985.8495426,1849953.6986257,647294.0390884,646897.8184560,762821.7899014,482450.8609790,13566910.3613452,647095.9287722,413852.4164140,2629035.6426475,38985.8495426,1849953.6986257,647294.0390884,646897.8184560,762821.7899014,482450.8609790,13566910.3613452
0.0700000,0.0700000,0.0700000,inf,nan,879256.9316258,507314.2586023,324531.9572528,2061108.8933788,30542.2596499,1450387.5983476,507514.4317978,507114.0854067,598041.7331998,378234.8025492,10636631.8734488,507314.2586023,324531.9572528,2061108.8933788,30542.2596499,1450387.5983476,507514.4317978,507114.0854067,598041.7331998,378234.8025492,10636631.8734488
0.0725000,0.0725000,0.0725000,inf,nan,650875.8167260,400249.7252807,256118.4172210,1626118.9814973,24076.2773238,1144349.2796572,400451.7827022,400047.6678592,471829.9069281,298411.4348156,8392252.4892559,400249.7252807,256118.4172210,1626118.9814973,24076.2773238,1144349.2796572,400451.7827022,400047.6678592,471829.9069281,298411.4348156,8392252.4892559
0.0750000,0.0750000,0.0750000,inf,nan,504137.0848243,317729.7460941,203389.2456170,1290858.4100660,19093.7349706,908475.5992605,317933.5217609,317525.9704273,374552.1534655,236887.5814944,6662435.4059123,317729.7460941,203389.2456170,1290858.4100660,19093.7349706,908475.5992605,317933.5217609,317525.9704273,374552.1534655,236887.5814944,6662435.4059123
0.0775000,0.0775000,0.0775000,inf,nan,415244.7856962,253738.9822509,162500.4646092,1030885.0656948,15230.9381069,725570.3054585,253944.3218625,253533.6426392,299117.3580332,189178.4278154,5321069.5635725,253738.9822509,162500.4646092,1030885.0656948,15230.9381069,725570.3054585,253944.3218625,253533.6426392,299117.3580332,189178.4278154,5321069.5635725
0.0800000,0.0800000,0.0800000,inf,nan,370470.7829568,203821.8549712,130604.8449747,828094.5589702,12218.5217436,582896.0545137,204028.6149999,203615.0949425,240273.1114769,151962.0585525,4274743.9107346,203821.8549712,130604.8449747,828094.5589702,12218.5217436,582896.0545137,204028.6149999,203615.0949425,240273.1114769,151962.0585525,4274743.9107346
0.0825000,0.0825000,0.0825000,inf,nan,363151.2633475,164657.8288495,105580.4908166,668994.5264081,9855.7594848,470960.2937253,164865.8757092,164449.7819897,194105.0378149,122762.8049617,3453843.5104798,164657.8288495,105580.4908166,668994.5264081,9855.7594848,470960.2937253,164865.8757092,164449.7819897,194105.0378149,122762.8049617,3453843.5104798
0.0850000,0.0850000,0.0850000,inf,nan,392282.9485375,133757.4989083,85836.6250187,543469.7668509,7992.1811494,382646.4721224,133966.7081929,133548.2896237,157678.5298643,99724.6584956,2806178.1551205,133757.4989083,85836.6250187,543469.7668509,7992.1811494,382646.4721224,133966.7081929,133548.2896237,157678.5298643,99724.6584956,2806178.1551205
0.0875000,0.0875000,0.0875000,inf,nan,462320.4931390,109243.7274869,70173.7263639,443892.9443873,6514.3355986,312588.3751191,109453.9832699,109033.4717040,128780.7449124,81448.0945393,2292393.9642699,109243.7274869,70173.7263639,443892.9443873,6514.3355986,312588.3751191,109453.9832699,109033.4717040,128780.7449124,81448.0945393,2292393.9642699
0.0900000,0.0900000,0.0900000,inf,nan,584119.0403701,89693.0552495,57682.1850474,364480.1935483,5336.1997374,256716.7605340,89904.2494402,89481.8610588,105733.6538602,66871.8343060,1882648.5788319,89693.0552495,57682.1850474,364480.1935483,5336.1997374,256716.7605340,89904.2494402,89481.8610588,105733.6538602,66871.8343060,1882648.5788319
0.0925000,0.0925000,0.0925000,inf,nan,633436.0876032,74020.1003350,47668.4297717,300821.3930655,4392.1878612,211928.8828784,74232.1320857,73808.0685842,87257.7664541,55186.6571068,1554187.5730098,74020.1003350,47668.4297717,300821.3930655,4392.1878612,211928.8828784,74232.1320857,73808.0685842,87257.7664541,55186.6571068,1554187.5730098
0.0950000,0.0950000,0.0950000,inf,nan,488851.9195099,61392.8056794,39600.7682588,249535.7826217,3632.0268844,175846.2027972,61605.5808393,61180.0305195,72372.2215410,45772.2118792,1289567.5841994,61392.8056794,39600.7682588,249535.7826217,3632.0268844,175846.2027972,61605.5808393,61180.0305195,72372.2215410,45772.2118792,1289567.5841994
0.0975000,0.0975000,0.0975000,inf,nan,400766.2503729,51169.9543762,33069.4579861,208018.0606207,3016.9783838,146635.7544614,51383.3849872,50956.5237652,60321.1277507,38150.4309444,1075346.2870949,51169.9543762,33069.4579861,208018.0606207,3016.9783838,146635.7544614,51383.3849872,50956.5237652,60321.1277507,38150.4309444,1075346.2870949
0.1000000,0.1000000,0.1000000,inf,nan,355334.2434608,42854.8517211,27757.1080504,174250.1723365,2517.0383616,122877.7294144,43068.8555529,42640.8478892,50518.9620925,31950.9970480,901111.3023879,42854.8517211,27757.1080504,174250.1723365,2517.0383616,122877.7294144,43068.8555529,42640.8478892,50518.9620925,31950.9970480,901111.3023879
0.1025000,0.1025000,0.1025000,inf,nan,345548.7216287,36060.8095633,23416.6231012,146661.0552073,2108.8507274,103466.8006375,36275.3096839,35846.3094426,42509.8815697,26885.6097649,758756.5438643,36060.8095633,23416.6231012,146661.0552073,2108.8507274,103466.8006375,36275.3096839,35846.3094426,42509.8815697,26885.6097649,758756.5438643
0.1050000,0.1050000,0.1050000,inf,nan,369744.4531807,30485.2932108,19854.6828942,124021.5837725,1786.3894872,87538.2112823,30700.2175898,30270.3688317,35937.2465483,22728.7103855,641940.1804598,30485.2932108,19854.6828942,124021.5837725,1774.1445840,87538.2112823,30700.2175898,30270.3688317,35937.2465483,22728.7103855,641940.1804598
0.1075000,0.1075000,0.1075000,inf,nan,431226.6579224,25890.4596394,16919.3060370,105365.4855683,1510.8028500,74412.1352258,26105.7407815,25675.1784972,30520.6784424,19302.9719223,545676.5971214,25890.4596394,16919.3060370,105365.4855683,1498.5579469,74412.1352258,26105.7407815,25675.1784972,30520.6784424,19302.9719223,545676.5971214
0.1100000,0.1100000,0.1100000,inf,nan,538916.1051721,22088.4352215,14490.4423736,89929.5162621,1282.9929008,63551.5874192,22304.0098278,21872.8606152,26038.7045299,16468.3227269,466027.7248446,22088.4352215,14490.4423736,89929.5162621,1270.7479978,63551.5874192,22304.0098278,21872.8606152,26038.7045299,16468.3227269,466027.7248446
0.1125000,0.1125000,0.1125000,inf,nan,615509.2364895,18930.1254667,12472.8223679,77107.9874809,1093.9589387,54530.4320338,19145.9341217,18714.3168117,22315.5664400,14113.6034454,399868.4241930,18930.1254667,12472.8223679,77107.9874809,1081.7148523,54530.4320338,19145.9341217,18714.3168117,22315.5664400,14113.6034454,399868.4241930
0.1150000,0.1150000,0.1150000,inf,nan,625730.8008495,16296.6696007,10790.4965566,66418.0423757,936.1643871,47008.9521393,16512.6564833,16080.6827182,19211.1464800,12150.1958680,344707.3222843,16296.6696007,10790.4965566,66418.0423757,924.2851923,47008.9521393,16512.6564833,16080.6827182,19211.1464800,12150.1958680,344707.3222843
0.1175000,0.1175000,0.1175000,inf,nan,707378.9250467,13998.8637099,9311.4735225,57149.7737257,798.2063496,40479.6477454,14210.9230896,13786.8043301,16502.4037348,10437.0365339,296818.7277757,13998.8637099,9311.4735225,57149.7737257,786.4058062,40479.6477454,14210.9230896,13786.8043301,16502.4037348,10437.0365339,296818.7277757
0.1200000,0.1200000,0.1200000,inf,nan,874221.2591505,12007.1583004,8039.7424775,49053.5882610,680.0882084,34783.4073369,12219.2108500,11795.1057507,14154.5041146,8952.0944304,255044.3538888,12007.1583004,8039.7424775,49053.5882610,668.1229264,34783.4073369,12219.2108500,11795.1057507,14154.5041146,8952.0944304,255044.3538888
0.1225000,0.1225000,0.1225000,inf,nan,1155400.6240859,10348.8467904,6980.8555534,42312.9557027,581.7872711,30040.7887409,10560.8460474,10136.8475334,12199.6221597,7715.7185236,220263.4715268,10348.8467904,6980.8555534,42312.9557027,569.8154764,30040.7887409,10560.8460474,10136.8475334,12199.6221597,7715.7185236,220263.4715268
0.1250000,0.1250000,0.1250000,inf,nan,1211442.7886088,8963.7813166,6096.3978853,36683.3132479,499.8391159,26079.7389170,9175.6837292,8751.8789040,10566.8532348,6683.0647846,191214.3150564,8963.7813166,6096.3978853,36683.3132479,487.8667006,26079.7389170,9175.6837292,8751.8789040,10566.8532348,6683.0647846,191214.3150564
0.1275000,0.1275000,0.1275000,inf,nan,898949.1142025,7803.3710788,5355.3386842,31967.0623461,431.3295352,22761.2462900,8015.1357955,7591.6063621,9198.9166195,5817.9057047,166877.4329598,7803.3710788,5355.3386842,31967.0623461,419.3570085,22761.2462900,8015.1357955,7591.6063621,9198.9166195,5817.9057047,166877.4329598
0.1300000,0.1300000,0.1300000,inf,nan,707050.6003354,6828.2169982,4732.5197925,28003.9577053,373.8936690,19972.5789221,7039.8056725,6616.6283238,8049.3671506,5090.8667838,146426.0989994,6828.2169982,4732.5197925,28003.9577053,361.9211134,19972.5789221,7039.8056725,6616.6283238,8049.3671506,5090.8667838,146426.0989994
0.1325000,0.1325000,0.1325000,inf,nan,601831.5119811,6006.2577139,4207.4709778,24663.5742752,325.6086248,17621.9846354,6217.6343243,5794.8811034,7080.4096521,4478.0442535,129187.4447857,6006.2577139,4207.4709778,24663.5742752,313.6360622,17621.9846354,6217.6343243,5794.8811034,7080.4096521,4478.0442535,129187.4447857
0.1350000,0.1350000,0.1350000,inf,nan,565374.9207252,5311.3111574,3763.4779926,21839.3817910,284.9057193,15634.5221264,5522.4418408,5100.1804739,6261.1796855,3959.9177291,114611.8866126,5311.3111574,3763.4779926,21839.3817910,272.9331600,15634.5221264,5522.4418408,5100.1804739,6261.1796855,3959.9177291,114611.8866126
0.1375000,0.1375000,0.1375000,inf,nan,591496.6055064,4721.9232794,3386.8468963,19444.0675358,250.5009915,13948.7702594,4932.7761777,4511.0703811,5566.3863851,3520.4918627,102248.9925282,4721.9232794,3386.8468963,19444.0675358,238.5284462,13948.7702594,4932.7761777,4511.0703811,5566.3863851,3520.4918627,102248.9925282
0.1400000,0.1400000,0.1400000,inf,nan,684294.9323766,4220.4561252,3066.3213147,17405.8317719,221.3400671,12514.2216755,4431.0012436,4009.9110069,4975.2374455,3146.6164456,91728.3679236,4220.4561252,3066.3213147,17405.8317719,209.3676252,12514.2216755,4431.0012436,4009.9110069,4975.2374455,3146.6164456,91728.3679236
0.1425000,0.1425000,0.1425000,inf,nan,859063.5829633,3792.3630699,2792.6192898,15665.4437346,196.5527679,11289.2114949,4002.5721467,3582.1539931,4470.5847407,2827.4460507,82744.4652935,3792.3630699,2792.6192898,15665.4437346,184.5822992,11289.2114949,4002.5721467,3582.1539931,4470.5847407,2827.4460507,82744.4652935
0.1450000,0.1450000,0.1450000,inf,nan,984229.2725489,3425.6108942,2558.0639576,14173.8943221,175.3989368,10239.2658216,3635.4572811,3215.7645072,4038.2430450,2554.0091535,75044.4726807,3425.6108942,2558.0639576,14173.8943221,163.4550682,10239.2658216,3635.4572811,3215.7645072,4038.2430450,2554.0091535,75044.4726807
0.1475000,0.1475000,0.1475000,inf,nan,681492.8499022,3069.4098800,2340.6202589,12515.7882776,157.1181284,9079.6303475,3277.2890859,2861.5306740,3618.3394679,2288.4388133,66556.1198187,3069.4098800,2340.6202589,12515.7882776,145.3916097,9079.6303475,3277.2890859,2861.5306740,3618.3394679,2288.4388133,66556.1198187
0.1500000,0.1500000,0.1500000,inf,nan,480819.9011101,2716.7618066,2115.4327623,11073.1583962,140.6424431,8064.3869247,2924.1959689,2509.3276443,3202.6242353,2025.5174147,59111.2804126,2716.7618066,2115.4327623,11073.1583962,129.8982694,8064.3869247,2924.1959689,2509.3276443,3202.6242353,2025.5174147,59111.2804126
0.1525000,0.1525000,0.1525000,inf,nan,344970.0897725,2413.9787605,1922.0329928,9833.2816930,125.1771427,7191.7631579,2620.9446406,2207.0128804,2845.6918317,1811.6596763,52712.3692040,2413.9787605,1922.0329928,9833.2816930,114.0425049,7191.7631579,2620.9446406,2207.0128804,2845.6918317,1799.7735414,52712.3692040
0.1550000,0.1550000,0.1550000,inf,nan,251252.7053672,2153.1169100,1767.2386978,8763.8301935,111.0924047,6439.0181234,2359.5927303,1946.6410897,2538.1777602,1617.1707006,47192.6149056,2153.1169100,1755.3525630,8763.8301935,99.4497088,6439.0181234,2359.5927303,1946.6410897,2538.1777602,1605.2845657,47192.6149056
0.1575000,0.1575000,0.1575000,inf,nan,185494.2065991,1927.5753082,1623.0663953,7837.9419831,98.7357337,5787.2560595,2133.5406592,1733.4960919,2272.3005684,1449.0151997,42413.4446556,1927.5753082,1611.1802605,7837.9419831,86.9411475,5787.2560595,2133.5406592,1721.6099571,2272.3005684,1437.1290649,42413.4446556
0.1600000,0.1600000,0.1600000,1743.7433785,2.9615084,138640.1780551,1743.7433785,1497.8957512,7033.2508736,88.0342214,5220.7437193,1937.2929985,1538.3076236,2041.5805196,1303.0950285,38259.4777610,1731.8572437,1486.0096164,7033.2508736,76.1896371,5220.7437193,1937.2929985,1526.4214888,2041.5805196,1291.2088937,38259.4777610
0.1625000,0.1625000,0.1625000,1573.2626239,2.9536154,104787.5136082,1573.2626239,1388.8012978,6331.0984860,78.7813038,4726.3560619,1778.1508587,1368.3743891,1852.3134209,1175.9908648,34634.4606399,1561.3764891,1376.9151630,6331.0984860,66.9223685,4726.3560619,1766.2647239,1356.4882542,1840.6111909,1164.1047300,34634.4606399
0.1650000,0.1650000,0.1650000,1424.1856505,2.9454804,80015.7478514,1424.1856505,1293.3378073,5715.8924597,70.7558038,4293.1247529,1628.5095714,1219.8617295,1676.7596049,1064.8445711,31457.9557293,1412.2995157,1281.4516725,5715.8924597,58.9114296,4293.1247529,1616.6234366,1207.9755947,1664.8734701,1052.9584363,31457.9557293
0.1675000,0.1675000,0.1675000,1293.3027390,2.9371187,61676.8246893,1293.3027390,1209.4579952,5174.5820600,63.7388401,3911.8692607,1497.0466145,1089.5588635,1522.4697504,967.2630894,28662.6361193,1281.4166044,1197.5718607,5174.5820600,51.9660708,3911.8692607,1485.1604797,1077.6727290,1510.5836156,955.3769643,28662.6361193
0.1700000,0.1700000,0.1700000,1174.2940588,2.9492018,47954.2725398,1174.2940588,1135.4160235,4533.4282773,57.5126858,3469.7304660,1378.7260128,969.6162681,1382.3979834,878.1838024,25431.9765300,1162.9846165,1123.5589668,4533.4282773,45.9263757,3469.7304660,1367.9882672,957.9809658,1370.9713928,867.0784417,25431.9765300
0.1725000,0.1725000,0.1725000,1036.4466115,2.9462540,37584.2470918,1036.4466115,1057.5966680,3962.3408323,51.8842660,3067.4092707,1240.8241924,832.0690305,1219.6623168,775.7826243,22482.0841852,1024.4740076,1045.6424143,3962.3408323,40.6580659,3067.4092707,1228.8515888,820.0964263,1207.6897125,763.8100396,22482.0841852
0.1750000,0.1750000,0.1750000,916.2278586,2.9370276,29675.8332629,916.2278586,980.3161856,3466.0167790,46.7339141,2717.6549325,1119.9654190,712.4902982,1077.9437856,686.1519749,19917.6754198,904.2552543,968.3435906,3466.0167790,36.0482249,2717.6549325,1107.9928147,700.5176939,1065.9711813,674.1793706,19917.6754198
0.1775000,0.1775000,0.1775000,811.6396707,2.9276151,23593.3706004,811.6396707,912.9416058,3033.6175994,42.0302826,2412.8440965,1014.7242970,608.5550444,954.6511714,608.1748790,17682.8444095,799.6670664,900.9690015,3033.6175994,31.6679535,2412.8440965,1002.7516927,596.5824401,942.6785671,596.2022747,17682.8444095
0.1800000,0.1800000,0.1800000,720.4383910,2.9180305,18878.2152457,720.4383910,854.0617543,2656.0043927,37.7844570,2146.5490072,922.8581453,518.0186368,847.1395641,540.1785682,15730.4532874,708.4657867,842.0891500,2656.0043927,26.9331893,2146.5490072,910.8855410,506.0460324,835.1669598,528.2059639,15730.4532874
