# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,541680530152517358994849792.0000000,4846136051627475193004400834745729024.0000000,2912809502315584727685586815272615936.0000000,22673964921418135854944633821411147776.0000000,191614467449365344412311683076194304.0000000,15812955021633221282862966207491866624.0000000,4846136051627475193004400834745729024.0000000,4846136051627475193004400834745729024.0000000,5712813220788299113138913123216916480.0000000,3613100324962681601893018049133412352.0000000,115737189093429861082754587907944611840.0000000
0.0025000,0.0025000,0.0025000,inf,nan,1289706999518563840.0000000,16974185416068185582469120.0000000,10202472247425819966701568.0000000,79418340837637402170228736.0000000,671153154642556508700672.0000000,55386812845070342560940032.0000000,16974185416068185582469120.0000000,16974185416068185582469120.0000000,20009828412568146888622080.0000000,12655326674573353918922752.0000000,405383688422723146825596928.0000000
0.0050000,0.0050000,0.0050000,inf,nan,4196579381620692.5000000,8183668671339459248128.0000000,4918860637730988097536.0000000,38289518579060974813184.0000000,323579300564018724864.0000000,26703332971918022148096.0000000,8183668671339459248128.0000000,8183668671339459248128.0000000,9647226178158672740352.0000000,6101441565156549066752.0000000,195445360678446223589376.0000000
0.0075000,0.0075000,0.0075000,inf,nan,133135639525113.1718750,79826619599736340480.0000000,47980439180201353216.0000000,373490540424899002368.0000000,3156315674693158400.0000000,260474475336236236800.0000000,79826619599736340480.0000000,79826619599736340480.0000000,94102716671989071872.0000000,59515783738597130240.0000000,1906448450950843858944.0000000
0.0100000,0.0100000,0.0100000,inf,nan,10918372647739.1894531,2849584840427988992.0000000,1712766151824872704.0000000,13332557336381401088.0000000,112671553539316432.0000000,9298203036194203648.0000000,2849584840427985408.0000000,2849584840427992576.0000000,3359201181462480384.0000000,2124545370430005760.0000000,68054824765307027456.0000000
0.0125000,0.0125000,0.0125000,inf,nan,1546192615959.3461914,210497364541897952.0000000,126521153326785552.0000000,984869146054125824.0000000,8322989465335903.0000000,686853470946535808.0000000,210497364541895264.0000000,210497364541900640.0000000,248142461186619648.0000000,156939072309929280.0000000,5027174866108004352.0000000
0.0150000,0.0150000,0.0150000,inf,nan,310825861245.2545776,24779870377952232.0000000,14894142614993636.0000000,115939360950790832.0000000,979787038092665.3750000,80856784664640928.0000000,24779870377950076.0000000,24779870377954388.0000000,29211472727234912.0000000,18474957525190572.0000000,591801909413287424.0000000
0.0175000,0.0175000,0.0175000,inf,nan,80004739278.1362000,4034673050825251.5000000,2425073028726928.5000000,18877315111852992.0000000,159529482318998.8437500,13165149346479788.0000000,4034673050823478.0000000,4034673050827025.0000000,4756229148492872.0000000,3008103436584137.0000000,96357535760347184.0000000
0.0200000,0.0200000,0.0200000,inf,nan,25318994154.1434975,834134867155306.5000000,501363532642033.8125000,3902726929165040.5000000,32981376784225.0195312,2721784454482175.5000000,834134867153820.8750000,834134867156792.1250000,983310548081912.5000000,621900195841471.5000000,19921114141849704.0000000
0.0225000,0.0225000,0.0225000,inf,nan,9032576568.9552097,207126657783488.9062500,124495154968186.0468750,969098473012427.2500000,8189706044190.6064453,675854908688618.2500000,207126657782228.3437500,207126657784749.4687500,244168941267307.3125000,154425997655314.1875000,4946674873415049.0000000
