# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,53464945.6619201,61934759.4806967,39898986.6068978,246985283.4584577,3957321.4562995,173970338.3903686,61934596.2525539,61934922.7088396,73011097.7113084,46176272.6473683,1276172617.9271991,61934759.4806967,39898986.6068978,246985283.4584577,3957321.4562995,173970338.3903686,61934596.2525539,61934922.7088396,73011097.7113084,46176272.6473683,1276172617.9271991
0.0025000,0.0025000,0.0025000,inf,nan,31908499.8987955,61573289.4216832,39666112.4027141,245543915.2887963,3934214.3309406,172955068.9413512,61573126.3287682,61573452.5145981,72584982.7797314,45906773.9016102,1268725024.9231045,61573289.4216832,39666112.4027141,245543915.2887963,3934214.3309406,172955068.9413512,61573126.3287682,61573452.5145981,72584982.7797314,45906773.9016102,1268725024.9231045
0.0050000,0.0050000,0.0050000,inf,nan,19621030.9434062,60803832.3831961,39170398.2388565,242475670.6481815,3885029.3123558,170793862.6926238,60803669.6734029,60803995.0929892,71677916.9657575,45333095.1096438,1252871318.8887234,60803832.3831961,39170398.2388565,242475670.6481815,3885029.3123558,170793862.6926238,60803669.6734029,60803995.0929892,71677916.9657575,45333095.1096438,1252871318.8887234
0.0075000,0.0075000,0.0075000,inf,nan,12407047.2966334,59594835.1128815,38391515.8182331,237654733.7450508,3807748.9089567,167398097.5219915,59594673.0348267,59594997.1909364,70252704.0711608,44431711.3301304,1227961404.7360516,59594835.1128815,38391515.8182331,237654733.7450508,3807748.9089567,167398097.5219915,59594673.0348267,59594997.1909364,70252704.0711608,44431711.3301304,1227961404.7360516
0.0100000,0.0100000,0.0100000,inf,nan,8064465.6759048,57898888.4232960,37298921.7512012,230892063.5095294,3699342.0231129,162634616.7207341,57898727.2305739,57899049.6160181,68253456.3061785,43167276.0212614,1193018500.1908388,57898888.4232960,37298921.7512012,230892063.5095294,3699342.0231129,162634616.7207341,57898727.2305739,57899049.6160181,68253456.3061785,43167276.0212614,1193018500.1908388
0.0125000,0.0125000,0.0125000,inf,nan,5399235.9066251,55805296.3119006,35950149.9205799,222543756.9209365,3565518.0386604,156754247.6791761,55805136.2466631,55805456.3771380,65785448.6882534,41606370.9502034,1149882570.5401759,55805296.3119006,35950149.9205799,222543756.9209365,3565518.0386604,156754247.6791761,55805136.2466631,55805456.3771380,65785448.6882534,41606370.9502034,1149882570.5401759
0.0150000,0.0150000,0.0150000,inf,nan,3746114.4512582,53364173.0869321,34377486.2443647,212809644.3978325,3409480.7544879,149897746.7910521,53364014.3836151,53364331.7902491,62907757.9085053,39786359.4970694,1099586146.0043027,53364173.0869321,34377486.2443647,212809644.3978325,3409480.7544879,149897746.7910521,53364014.3836151,53364331.7902491,62907757.9085053,39786359.4970694,1099586146.0043027
0.0175000,0.0175000,0.0175000,inf,nan,2727388.2965848,50632246.5974692,32617477.3627802,201915928.0229197,3234856.7474208,142224446.0938953,50632089.4813454,50632403.7135930,59687256.9566213,37749535.8541306,1043298019.9687735,50632246.5974692,32617477.3627802,201915928.0229197,3234856.7474208,142224446.0938953,50632089.4813454,50632403.7135930,59687256.9566213,37749535.8541306,1043298019.9687735
0.0200000,0.0200000,0.0200000,inf,nan,2128060.5460578,47670610.1639746,30709482.3198156,190106217.4821035,3045551.6423855,133905939.1671043,47670454.8498518,47670765.4780975,56195965.0093484,35541448.9481333,982276931.3593746,47670610.1639746,30709482.3198156,190106217.4821035,3045551.6423855,133905939.1671043,47670454.8498518,47670765.4780975,56195965.0093484,35541448.9481333,982276931.3593746
0.0225000,0.0225000,0.0225000,inf,nan,1830501.3989571,44542368.0396500,28694155.6527091,177632141.4555470,2845599.5762651,125119467.9873290,44542214.7307300,44542521.3485701,52508271.8089755,33209146.9831145,917823053.3648120,44542368.0396500,28694155.6527091,177632141.4555470,2845599.5762651,125119467.9873290,44542214.7307300,44542521.3485701,52508271.8089755,33209146.9831145,917823053.3648120
0.0250000,0.0250000,0.0250000,inf,nan,1781242.0033450,41310307.8164579,26611947.8416618,164744066.4370602,2639014.3857023,116041385.4546510,41310156.7033680,41310458.9295479,48698193.8052359,30799442.0721695,851230037.2495894,41310307.8164579,26611947.8416618,164744066.4370602,2639014.3857023,116041385.4546510,41310156.7033680,41310458.9295479,48698193.8052359,30799442.0721695,851230037.2495894
0.0275000,0.0275000,0.0275000,inf,nan,1977054.2409651,37991015.5273413,24473543.6865157,151508133.2675175,2426855.3827036,106718279.7141538,37990866.7750467,37991164.2796360,44785283.2573453,28324700.1498032,782839634.1142868,37991015.5273413,24473543.6865157,151508133.2675175,2426855.3827036,106718279.7141538,37990866.7750467,37991164.2796360,44785283.2573453,28324700.1498032,782839634.1142868
0.0300000,0.0300000,0.0300000,inf,nan,2465323.6893529,34663885.3815025,22330093.2517674,138240923.0049453,2214199.4521400,97373143.8736593,34663739.1709339,34664031.5920711,40863133.1398205,25844114.6105081,714287628.3663106,34663885.3815025,22330093.2517674,138240923.0049453,2214199.4521400,97373143.8736593,34663739.1709339,34664031.5920711,40863133.1398205,25844114.6105081,714287628.3663106
0.0325000,0.0325000,0.0325000,inf,nan,3359207.2754555,31404345.7045915,20230190.2622470,125243209.9033391,2005867.7943183,88217836.9533722,31404202.1852318,31404489.2239512,37020661.2897602,23413922.0322538,647128129.2953147,31404345.7045915,20230190.2622470,125243209.9033391,2005867.7943183,88217836.9533722,31404202.1852318,31404489.2239512,37020661.2897602,23413922.0322538,647128129.2953147
0.0350000,0.0350000,0.0350000,inf,nan,4873924.6710772,28258055.1221488,18203249.7334494,112697060.7962867,1804778.9527217,79380602.9203607,28257914.4286503,28258195.8156473,33311691.8666289,21068163.8024507,582301880.9808455,28258055.1221488,18203249.7334494,112697060.7962867,1804778.9527217,79380602.9203607,28257914.4286503,28258195.8156473,33311691.8666289,21068163.8024507,582301880.9808455
0.0375000,0.0375000,0.0375000,inf,nan,7399815.9134347,25262057.2820536,16273136.4651319,100750190.8843913,1613300.6521426,70965489.1460469,25261919.5341484,25262195.0299589,29779893.3599401,18834458.2988670,520572131.3355228,25262057.2820536,16273136.4651319,100750190.8843913,1613300.6521426,70965489.1460469,25261919.5341484,25262195.0299589,29779893.3599401,18834458.2988670,520572131.3355228
0.0400000,0.0400000,0.0400000,inf,nan,11645904.3724554,22444576.3239807,14458033.2860917,89515148.0347346,1433236.7370231,63051771.8488663,22444441.6265482,22444711.0214131,26458537.4807148,16733848.3991984,462520417.4003062,22444576.3239807,14458033.2860917,89515148.0347346,1433236.7370231,63051771.8488663,22444441.6265482,22444711.0214131,26458537.4807148,16733848.3991984,462520417.4003062
0.0425000,0.0425000,0.0425000,inf,nan,18926430.1851977,19825280.4386926,12770610.8667830,79070363.5534610,1265844.0381289,55694696.2429995,19825148.8819717,19825411.9954134,23370809.8554029,14780997.9811567,408551994.7772515,19825280.4386926,12770610.8667830,79070363.5534610,1265844.0381289,55694696.2429995,19825148.8819717,19825411.9954134,23370809.8554029,14780997.9811567,408551994.7772515
0.0450000,0.0450000,0.0450000,inf,nan,31750286.7925714,17415919.8874064,11218438.7778274,69462696.0981157,1111873.1802489,48927268.4243634,17415791.5473334,17416048.2274795,20530562.1478688,12984667.6061808,358908982.1693194,17415919.8874064,11218438.7778274,69462696.0981157,1111873.1802489,48927268.4243634,17415791.5473334,17416048.2274795,20530562.1478688,12984667.6061808,358908982.1693194
0.0475000,0.0475000,0.0475000,inf,nan,55080358.3598844,15221233.3680501,9804569.4300740,60711045.6188999,971626.5455477,42762800.9628411,15221108.3067062,15221358.4293940,17943380.5191041,11348390.2726927,313689034.7950276,15221233.3680501,9804569.4300740,60711045.6188999,971626.5455477,42762800.9628411,15221108.3067062,15221358.4293940,17943380.5191041,11348390.2726927,313689034.7950276
0.0500000,0.0500000,0.0500000,inf,nan,99144467.7626186,13240016.7173470,8528226.5978041,52810614.6237568,845026.6138954,37197914.4555715,13239894.9834978,13240138.4511962,15607845.4547137,9871268.2009603,272867362.5426704,13240016.7173470,8528226.5978041,52810614.6237568,845026.6138954,37197914.4555715,13239894.9834978,13240138.4511962,15607845.4547137,9871268.2009603,272867362.5426704
0.0525000,0.0525000,0.0525000,inf,nan,186029828.0881806,11466257.8159494,7385536.5909576,45737433.4492067,731688.5333060,32215725.0396073,11466139.4456580,11466376.1862408,13516869.6351239,8548818.9765121,236320112.2436127,11466257.8159494,7385536.5909576,45737433.4492067,731688.5333060,32215725.0396073,11466139.4456580,11466376.1862408,13516869.6351239,8548818.9765121,236320112.2436127
0.0550000,0.0550000,0.0550000,inf,nan,286014777.5819308,9890257.8356145,6370250.6255821,39452831.0993174,630991.8142146,27788993.5628130,9890142.8529124,9890372.8183165,11659019.7052616,7373811.5106823,203847468.6846457,9890257.8356145,6370250.6255821,39452831.0993174,630991.8142146,27788993.5628130,9890142.8529124,9890372.8183165,11659019.7052616,7373811.5106823,203847468.6846457
