# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0275000,0.0275000,0.0275000,inf,nan,105699.2306462,41228198.2460918,26750859.0612379,161676738.4224806,2767358.0353730,113999803.0128749,41227443.5107799,41228952.9814037,48601399.8576157,30738224.2045298,836452177.3926239,41228198.2460918,26750859.0612379,161676738.4224806,2767358.0353730,113999803.0128749,41227443.5107799,41228952.9814037,48601399.8576157,30738224.2045298,836452177.3926239
0.0300000,0.0300000,0.0300000,inf,nan,94061.5481573,34469007.1908813,22341661.9957387,135500971.8206311,2297438.6182253,95528217.1113617,34468275.2520776,34469739.1296850,40633403.1669176,25698820.6182717,700896131.4610287,34469007.1908813,22341661.9957387,135500971.8206311,2297438.6182253,95528217.1113617,34468275.2520776,34469739.1296850,40633403.1669176,25698820.6182717,700896131.4610287
0.0325000,0.0325000,0.0325000,inf,nan,88909.5100607,30733436.6631152,19914382.3550783,120899204.7274388,2044341.8702837,85230200.0414400,30732714.8454073,30734158.4808230,36229767.6785903,22913716.9926193,625332904.7607120,30733436.6631152,19914382.3550783,120899204.7274388,2044341.8702837,85230200.0414400,30732714.8454073,30734158.4808230,36229767.6785903,22913716.9926193,625332904.7607120
0.0350000,0.0350000,0.0350000,inf,nan,89853.3459785,27355835.3728625,17722399.5417753,107658398.9446469,1817370.0173854,75893718.2471844,27355122.3628164,27356548.3829087,32248120.2176143,20395502.0293172,556827906.8904998,27355835.3728625,17722399.5417753,107658398.9446469,1817370.0173854,75893718.2471844,27355122.3628164,27356548.3829087,32248120.2176143,20395502.0293172,556827906.8904998
0.0375000,0.0375000,0.0375000,inf,nan,97121.0102715,24114395.0510660,15622086.7061085,94875915.4542041,1601840.2038292,66883891.7144221,24113689.1939161,24115100.9082158,28426984.5896665,17978803.6627706,490725450.4456303,24114395.0510660,15622086.7061085,94875915.4542041,1601840.2038292,66883891.7144221,24113689.1939161,24115100.9082158,28426984.5896665,17978803.6627706,490725450.4456303
0.0400000,0.0400000,0.0400000,inf,nan,111604.0285885,21151149.6390873,13705205.4813715,83199938.8309429,1406442.0406554,58653333.3465834,21150448.4788783,21151850.7992962,24933795.9161238,15769517.1617512,430339159.3376028,21151149.6390873,13705205.4813715,83199938.8309429,1406442.0406554,58653333.3465834,21150448.4788783,21151850.7992962,24933795.9161238,15769517.1617512,430339159.3376028
0.0425000,0.0425000,0.0425000,inf,nan,135001.2067136,18462843.0576818,11962200.5319529,72638091.6705331,1227501.1987935,51206895.2151478,18462150.1728476,18463535.9425159,21764715.8044278,13765214.9136511,375703768.0700449,18462843.0576818,11962200.5319529,72638091.6705331,1227501.1987935,51206895.2151478,18462150.1728476,18463535.9425159,21764715.8044278,13765214.9136511,375703768.0700449
0.0450000,0.0450000,0.0450000,inf,nan,170090.2295456,16048036.6249897,10398302.5617767,63125508.6458015,1066536.0313674,44501341.1593712,16047350.3525295,16048722.8974499,18918048.2805776,11964824.2903315,326506183.5183504,16048036.6249897,10398302.5617767,63125508.6458015,1066536.0313674,44501341.1593712,16047350.3525295,16048722.8974499,18918048.2805776,11964824.2903315,326506183.5183504
0.0475000,0.0475000,0.0475000,inf,nan,221184.5812149,13902796.7811833,9008375.7930364,54683459.9182779,924920.5623889,38550043.0229980,13902117.9741867,13903475.5881800,16389156.3116154,10365412.5746458,282841824.3413324,13902796.7811833,9008375.7930364,54683459.9182779,924920.5623889,38550043.0229980,13902117.9741867,13903475.5881800,16389156.3116154,10365412.5746458,282841824.3413324
0.0500000,0.0500000,0.0500000,inf,nan,294876.2737644,11961275.3866750,7750389.2750268,47043925.7059160,795194.7489116,33164446.6197332,11960604.1750673,11961946.5982827,14100415.5555102,8917885.8220561,243327924.1863546,11961275.3866750,7750389.2750268,47043925.7059160,795194.7489116,33164446.6197332,11960604.1750673,11961946.5982827,14100415.5555102,8917885.8220561,243327924.1863546
0.0525000,0.0525000,0.0525000,inf,nan,401236.6362515,10267084.3569566,6650810.3465919,40403938.7784326,681955.4952870,28482333.1728771,10266423.8303622,10267744.8835509,12103237.4305035,7654759.4684390,208973518.6557242,10267084.3569566,6650810.3465919,40403938.7784326,681955.4952870,28482333.1728771,10266423.8303622,10267744.8835509,12103237.4305035,7654759.4684390,208973518.6557242
0.0550000,0.0550000,0.0550000,inf,nan,555771.3538945,8782203.9059840,5690113.2041098,34541229.8512583,584239.6095935,24350214.9784376,8781548.5512514,8782859.2607166,10352802.7375367,6547687.3634084,178657794.7612445,8782203.9059840,5690113.2041098,34541229.8512583,584239.6095935,24350214.9784376,8781548.5512514,8782859.2607166,10352802.7375367,6547687.3634084,178657794.7612445
0.0575000,0.0575000,0.0575000,inf,nan,782645.6643834,7513645.6190712,4865196.8290179,29592174.1685579,497855.4730059,20859436.2316411,7513004.3499486,7514286.8881939,8857377.0054460,5601897.0864022,153042975.9019901,7513645.6190712,4865196.8290179,29592174.1685579,497855.4730059,20859436.2316411,7513004.3499486,7514286.8881939,8857377.0054460,5601897.0864022,153042975.9019901
0.0600000,0.0600000,0.0600000,inf,nan,1120094.3122524,6385656.0038546,4136439.0078289,25114426.2070405,424331.2914890,17704825.0876337,6385018.5144385,6386293.4932707,7527659.0779938,4760909.6271407,129901104.2962155,6385656.0038546,4136439.0078289,25114426.2070405,424331.2914890,17704825.0876337,6385018.5144385,6386293.4932707,7527659.0779938,4760909.6271407,129901104.2962155
0.0625000,0.0625000,0.0625000,inf,nan,1629671.2718561,5400168.4476982,3497133.7861968,21257121.3439992,358290.1407886,14984371.3846961,5399541.3731725,5400795.5222238,6365928.1072254,4026166.4479434,109939252.6633071,5400168.4476982,3497133.7861968,21257121.3439992,358290.1407886,14984371.3846961,5399541.3731725,5400795.5222238,6365928.1072254,4026166.4479434,109939252.6633071
0.0650000,0.0650000,0.0650000,inf,nan,2412402.9957573,4580768.9633257,2965802.7897667,18039184.9530463,303552.4233792,12715565.3126710,4580151.0131605,4581386.9134909,5399988.2001405,3415252.4100954,93292644.8655684,4580768.9633257,2965802.7897667,18039184.9530463,303552.4233792,12715565.3126710,4580151.0131605,4581386.9134909,5399988.2001405,3415252.4100954,93292644.8655684
0.0675000,0.0675000,0.0675000,inf,nan,3339475.6545582,3888029.9715087,2517524.2982349,15293590.4069757,257478.7915327,10780897.7483730,3887415.0725240,3888644.8704935,4583360.5964482,2898771.7645288,79099518.8423340,3888029.9715087,2517524.2982349,15293590.4069757,257478.7915327,10780897.7483730,3887415.0725240,3888644.8704935,4583360.5964482,2898771.7645288,79099518.8423340
0.0700000,0.0700000,0.0700000,inf,nan,2873253.7232536,3275421.0140759,2120467.6264147,12896876.9172622,217098.0766536,9090699.8197794,3274818.2095729,3276023.8185789,3861193.3865490,2442033.1175747,66697589.2847908,3275421.0140759,2120467.6264147,12896876.9172622,217098.0766536,9090699.8197794,3274818.2095729,3276023.8185789,3861193.3865490,2442033.1175747,66697589.2847908
0.0725000,0.0725000,0.0725000,inf,nan,2570097.1703918,2754525.4801864,1783548.8614374,10838929.0876990,182877.7592836,7640296.2647670,2753928.4601750,2755122.5001978,3247141.5190505,2053672.6170197,56056649.8014901,2754525.4801864,1783548.8614374,10838929.0876990,182877.7592836,7640296.2647670,2753928.4601750,2755122.5001978,3247141.5190505,2053672.6170197,56056649.8014901
0.0750000,0.0750000,0.0750000,inf,nan,2628780.3520820,2314077.5109214,1497913.9621479,9109833.4126468,153436.5239875,6421172.6372160,2313489.3914533,2314665.6303896,2727924.3623136,1725290.8539147,47111686.9209352,2314077.5109214,1497913.9621479,9109833.4126468,153436.5239875,6421172.6372160,2313489.3914533,2314665.6303896,2727924.3623136,1725290.8539147,47111686.9209352
0.0775000,0.0775000,0.0775000,inf,nan,2440830.5998208,1952192.9940178,1263000.8228124,7692423.2717326,129080.6716722,5421669.4567106,1951615.9152459,1952770.0727897,2301320.8516938,1455483.1036382,39777887.7572447,1952192.9940178,1263000.8228124,7692423.2717326,129080.6716722,5421669.4567106,1951615.9152459,1952770.0727897,2301320.8516938,1455483.1036382,39777887.7572447
0.0800000,0.0800000,0.0800000,inf,nan,2029045.8787225,1646837.5742922,1065176.5546055,6491014.2202461,108823.9105547,4574711.1457387,1646267.0498860,1647408.0986985,1941356.0343086,1227821.3635455,33563764.6940883,1646837.5742922,1065176.5546055,6491014.2202461,108823.9105547,4574711.1457387,1646267.0498860,1647408.0986985,1941356.0343086,1227821.3635455,33563764.6940883
0.0825000,0.0825000,0.0825000,inf,nan,1312301.1079039,1379402.4362473,892532.0698176,5429404.8285022,91463.3943506,3826743.4284351,1378836.7510206,1379968.1214739,1626093.1163776,1028431.5870549,28076654.5802731,1379402.4362473,892532.0698176,5429404.8285022,91463.3943506,3826743.4284351,1378836.7510206,1379968.1214739,1626093.1163776,1028431.5870549,28076654.5802731
0.0850000,0.0850000,0.0850000,inf,nan,872642.3844173,1157420.8123136,748489.7456065,4559290.6561692,76559.1056791,3213206.3391091,1156865.3340535,1157976.2905738,1364412.5645999,862930.2744574,23574908.4470946,1157420.8123136,748489.7456065,4559290.6561692,76559.1056791,3213206.3391091,1156865.3340535,1157976.2905738,1364412.5645999,862930.2744574,23574908.4470946
0.0875000,0.0875000,0.0875000,inf,nan,594662.7349644,975651.9883439,630573.9960364,3846386.9951700,64376.8233687,2710542.0366923,975106.3833108,976197.5933769,1150136.4217844,727410.1425510,19886706.2961636,975651.9883439,630573.9960364,3846386.9951700,64376.8233687,2710542.0366923,975106.3833108,976197.5933769,1150136.4217844,727410.1425510,19886706.2961636
0.0900000,0.0900000,0.0900000,inf,nan,414100.4571126,821844.8894601,530880.2774477,3242345.7962908,54166.8630469,2284650.3864797,821303.0508407,822386.7280795,968822.6454905,612737.2417000,16761845.2677864,821844.8894601,530880.2774477,3242345.7962908,54166.8630469,2284650.3864797,821303.0508407,822386.7280795,968822.6454905,612737.2417000,16761845.2677864
0.0925000,0.0925000,0.0925000,inf,nan,293955.5836417,693100.9967002,447341.6802501,2737844.0929689,45527.2056928,1928910.4033573,692568.4683862,693633.5250142,817054.3490954,516750.5430576,14151635.8843809,693100.9967002,447341.6802501,2737844.0929689,45527.2056928,1928910.4033573,692568.4683862,693633.5250142,817054.3490954,516750.5430576,14151635.8843809
0.0950000,0.0950000,0.0950000,inf,nan,212269.1100444,587058.7624560,378543.8609722,2319860.6639090,38418.4693174,1634729.3708803,586535.2450459,587582.2798662,692047.6486442,437689.3638159,11994036.8578911,587058.7624560,378543.8609722,2319860.6639090,38418.4693174,1634729.3708803,586535.2450459,587582.2798662,692047.6486442,437689.3638159,11994036.8578911
0.0975000,0.0975000,0.0975000,inf,nan,155645.1232612,491938.6160883,317625.4101804,1937167.2326714,32542.7996100,1364894.5498264,491415.4355033,492461.7966734,579916.3291881,366771.2905117,10014167.5873520,491938.6160883,317625.4101804,1937167.2326714,32542.7996100,1364894.5498264,491415.4355033,492461.7966734,579916.3291881,366771.2905117,10014167.5873520
0.1000000,0.1000000,0.1000000,inf,nan,115704.5322915,411862.5605055,265693.2177269,1623043.5268526,27189.8103651,1143415.7910975,411348.1341087,412376.9869024,485519.5677004,307069.5365027,8389113.1508085,411862.5605055,265693.2177269,1623043.5268526,27189.8103651,1143415.7910975,411348.1341087,412376.9869024,485519.5677004,307069.5365027,8389113.1508085
0.1025000,0.1025000,0.1025000,inf,nan,87085.4667905,345905.5817233,222929.2339830,1364182.8399373,22781.9154153,960908.2808104,345399.6417420,346411.5217047,407766.9218036,257894.4454750,7050010.8365278,345905.5817233,222929.2339830,1364182.8399373,22781.9154153,960908.2808104,345399.6417420,346411.5217047,407766.9218036,257894.4454750,7050010.8365278
0.1050000,0.1050000,0.1050000,inf,nan,66284.7631573,291372.0176780,187581.8655267,1150049.0421471,19143.4589475,809941.2846236,290874.3068222,291869.7285338,343480.6404578,217236.2312040,5942336.4548389,291372.0176780,187581.8655267,1150049.0421471,19143.4589475,809941.2846236,290874.3068222,291869.7285338,343480.6404578,217236.2312040,5942336.4548389
0.1075000,0.1075000,0.1075000,inf,nan,50969.7786252,245530.2800902,157955.8848987,968724.0725682,16129.4056833,682160.1129383,245036.7618920,246023.7982884,289440.6214064,183058.3222037,5004878.7021850,245530.2800902,157955.8848987,968724.0725682,16129.4056833,682160.1129383,245036.7618920,246023.7982884,289440.6214064,183058.3222037,5004878.7021850
0.1100000,0.1100000,0.1100000,inf,nan,39560.0711069,206835.0516151,132879.9512266,816764.9291497,13569.4935043,575030.2458181,206349.3734931,207320.7297371,243825.1846010,154208.5868500,4218846.5960039,206835.0516151,132879.9512266,816764.9291497,13569.4935043,575030.2458181,206349.3734931,207320.7297371,243825.1846010,154208.5868500,4218846.5960039
0.1125000,0.1125000,0.1125000,inf,nan,30967.6577449,174694.8643082,112058.6002003,690485.7046392,11430.3378637,486008.6214261,174216.7960164,175172.9326000,205937.0846777,130246.0484553,3565682.3706424,174694.8643082,112058.6002003,690485.7046392,11430.3378637,486008.6214261,174216.7960164,175172.9326000,205937.0846777,130246.0484553,3565682.3706424
0.1150000,0.1150000,0.1150000,inf,nan,24432.5383754,147915.9990475,94716.4308829,585217.3113741,9651.1321969,411802.4612178,147445.3193571,148386.6787379,174369.1192163,110280.7140642,3021224.9847638,147915.9990475,94716.4308829,585217.3113741,9651.1321969,411802.4612178,147445.3193571,148386.6787379,174369.1192163,110280.7140642,3021224.9847638
0.1175000,0.1175000,0.1175000,inf,nan,19416.6335178,125537.7053990,80229.4429027,497200.9502329,8167.0037115,349760.9917484,125074.2017455,126001.2090524,147988.7183254,93596.2835835,2566024.2312926,125537.7053990,80229.4429027,497200.9502329,8167.0037115,349760.9917484,125074.2017455,126001.2090524,147988.7183254,93596.2835835,2566024.2312926
0.1200000,0.1200000,0.1200000,inf,nan,15534.2294276,106783.8361471,68093.5974906,423399.2302759,6925.5911158,297742.2273312,106327.3042828,107240.3680115,125880.9295507,79614.0902719,2184363.2226531,106783.8361471,68093.5974906,423399.2302759,6925.5911158,297742.2273312,106327.3042828,107240.3680115,125880.9295507,79614.0902719,2184363.2226531
0.1225000,0.1225000,0.1225000,inf,nan,12505.6463929,91025.0448691,57900.2451555,361348.5354633,5884.4773419,254008.8444576,90575.2885207,91474.8012175,107303.8549086,67864.9166455,1863494.3442273,91025.0448691,57900.2451555,361348.5354633,5884.4773419,254008.8444576,90575.2885207,91474.8012175,107303.8549086,67864.9166455,1863494.3442273
0.1250000,0.1250000,0.1250000,inf,nan,10125.9255939,77749.1498233,49316.8620646,309043.2782532,5009.1772244,217146.5462497,77305.9803581,78192.3192885,91653.7146881,57966.8988859,1593040.2342566,77749.1498233,49316.8620646,309043.2782532,5009.1772244,217146.5462497,77305.9803581,78192.3192885,91653.7146881,57966.8988859,1593040.2342566
0.1275000,0.1275000,0.1275000,inf,nan,8243.3789059,66537.8259031,42071.9001869,264844.8614294,4271.5552402,185999.8538343,66101.0620034,66974.5898028,78437.3710214,49608.1492207,1364522.6383697,66537.8259031,42071.9001869,264844.8614294,4271.5552402,185999.8538343,66101.0620034,66974.5898028,78437.3710214,49608.1492207,1364522.6383697
0.1300000,0.1300000,0.1300000,inf,nan,6744.7093820,57048.2124717,35942.8331939,227409.8337353,3648.5773532,159621.4352917,56617.6798189,57478.7451245,67250.6464859,42533.0434028,1170990.5996681,57048.2124717,35942.8331939,227409.8337353,3648.5773532,159621.4352917,56617.6798189,57478.7451245,67250.6464859,42533.0434028,1170990.5996681
0.1325000,0.1325000,0.1325000,inf,nan,5544.5681138,48998.3502718,30746.6916071,195632.9957584,3121.3230974,137231.9791692,48573.8812406,49422.8193030,57761.1565684,36531.3630083,1006726.0223704,48998.3502718,30746.6916071,195632.9957584,3121.3230974,137231.9791692,48573.8812406,49422.8193030,57761.1565684,36531.3630083,1006726.0223704
0.1350000,0.1350000,0.1350000,inf,nan,4578.1441728,42155.6093814,26332.5423910,168602.1841195,2674.2009357,118188.3048192,41737.0427447,42574.1760181,49694.6680900,31429.6677461,867009.6753610,42155.6093814,26332.5423910,168602.1841195,2674.2009357,118188.3048192,41737.0427447,42574.1760181,49694.6680900,31429.6677461,867009.6753610
0.1375000,0.1375000,0.1375000,inf,nan,3795.8526667,36060.7101326,22458.9594535,143266.5004239,2294.3228665,100376.5502463,35632.9105148,36488.5097505,42509.7643570,26885.5356330,736427.9758509,36060.7101326,22458.9594535,143266.5004239,2294.3228665,100376.5502463,35632.9105148,36488.5097505,42509.7643570,26885.5356330,736427.9758509
0.1400000,0.1400000,0.1400000,inf,nan,3159.4901886,30639.8566549,18958.1367262,121945.6044083,1967.1086680,85353.2015914,30218.0517305,31061.6615793,36119.4519338,22843.9471895,626200.1639771,30639.8566549,18958.1367262,121945.6044083,1967.1086680,85353.2015914,30218.0517305,31061.6615793,36119.4519338,22843.9471895,626200.1639771
0.1425000,0.1425000,0.1425000,inf,nan,2639.4271727,26086.4360507,16019.8094946,104026.0853861,1686.0311652,72728.0561031,25670.4698819,26502.4022196,30751.7030406,19449.0847075,533568.8091972,26086.4360507,16019.8094946,104026.0853861,1674.0567620,72728.0561031,25670.4698819,26502.4022196,30751.7030406,19449.0847075,533568.8091972
0.1450000,0.1450000,0.1450000,inf,nan,2212.5401018,22253.2235697,13548.3992201,88931.5408521,1433.6291908,62094.6458741,21842.9458480,22663.5012913,26232.9634289,16591.1828423,455551.4551499,22253.2235697,13548.3992201,88931.5408521,1421.7184536,62094.6458741,21842.9458480,22663.5012913,26232.9634289,16591.1828423,455551.4551499
0.1475000,0.1475000,0.1475000,inf,nan,1860.6764438,19019.3815140,11465.4668420,76188.7811109,1221.1831556,53119.2916773,18614.6473233,19424.1157046,22420.7849319,14180.1494627,389699.7385731,19019.3815140,11465.4668420,76188.7811109,1209.3525027,53119.2916773,18614.6473233,19424.1157046,22420.7849319,14180.1494627,389699.7385731
0.1500000,0.1500000,0.1500000,inf,nan,1578.5030558,16285.4878734,9706.4826801,65408.3956958,1042.0289158,45527.3972918,15886.1574617,16684.8182850,19197.9650259,12141.8591844,333998.8219458,16285.4878734,9706.4826801,65408.3956958,1030.2806732,45527.3972918,15886.1574617,16684.8182850,19197.9650259,12141.8591844,333998.8219458
0.1525000,0.1525000,0.1525000,inf,nan,1335.1192343,13969.5449619,8218.2332094,56269.1491095,890.6656646,39092.4445590,13575.4835227,14363.6064012,16467.8416571,10415.1775567,286786.6432266,13969.5449619,8218.2332094,56269.1491095,879.0001276,39092.4445590,13575.4835227,14363.6064012,16467.8416571,10415.1775567,286786.6432266
0.1550000,0.1550000,0.1550000,inf,nan,1132.5905589,12003.7668638,6956.7339438,48505.4199487,762.5501482,33627.1348510,11614.8443256,12392.6894019,14150.5061575,8949.5659004,246688.9152901,12003.7668638,6956.7339438,48505.4199487,750.9661260,33627.1348510,11614.8443256,12392.6894019,14150.5061575,8949.5659004,246688.9152901
0.1575000,0.1575000,0.1575000,inf,nan,963.5288650,10331.9873089,5885.5454905,41897.0646888,653.9215054,28976.2405799,9948.0781350,10715.8964827,12179.7475486,7703.1487159,212566.6730694,10331.9873089,5885.5454905,41897.0646888,642.4167685,28976.2405799,9948.0781350,10715.8964827,12179.7475486,7703.1487159,212566.6730694
0.1600000,0.1600000,0.1600000,inf,nan,821.9388069,8907.5630125,4974.4115570,36261.2179230,561.6595630,25010.8224195,8528.5460081,9286.5800169,10500.5809165,6641.1504902,183473.8418500,8907.5630125,4974.4115570,36261.2179230,550.2313014,25010.8224195,8528.5460081,9286.5800169,10500.5809165,6641.1504902,183473.8418500
0.1625000,0.1625000,0.1625000,inf,nan,702.9741646,7691.6736473,4198.1546803,31445.6429288,483.1697140,21623.5399147,7317.4317756,8065.9155190,9067.2433531,5734.6282190,158622.8284520,7691.6736473,4198.1546803,31445.6429288,471.8152848,21623.5399147,7317.4317756,8065.9155190,9067.2433531,5734.6282190,158622.8284520
0.1650000,0.1650000,0.1650000,inf,nan,602.7098086,6651.9401026,3535.7787604,27323.3264491,416.2888311,18724.8395823,6282.3603092,7021.5198959,7841.5651061,4959.4412312,137356.5511381,6651.9401026,3535.7787604,27323.3264491,405.0073072,18724.8395823,6282.3603092,7021.5198959,7841.5651061,4959.4412312,137356.5511381
0.1675000,0.1675000,0.1675000,inf,nan,517.9557369,5761.2987761,2969.7379421,23788.0744377,359.2082955,16239.8489440,5396.2718212,6126.3257310,6791.6425512,4295.4119031,119125.6493966,5761.2987761,2969.7379421,23788.0744377,348.0030269,16239.8489440,5396.2718212,6126.3257310,6791.6425512,4295.4119031,119125.6493966
0.1700000,0.1700000,0.1700000,inf,nan,446.1095035,4997.0823155,2485.3396229,20750.9150078,310.4117806,14105.8398391,4636.5026133,5357.6620177,5890.7545337,3725.6402927,103469.8708757,4997.0823155,2485.3396229,20750.9150078,299.2931781,14105.8398391,4636.5026133,5357.6620177,5890.7545337,3725.6402927,103469.8708757
0.1725000,0.1725000,0.1725000,inf,nan,385.0394257,4340.2672223,2070.2558616,18137.1538804,268.6258759,12270.1519069,3984.0326885,4696.5017561,5116.4754157,3235.9431812,90002.8348708,4340.2672223,2070.2558616,18137.1538804,257.6128609,12270.1519069,3984.0326885,4696.5017561,5116.4754157,3235.9431812,90002.8348708
0.1750000,0.1750000,0.1750000,inf,nan,332.9921537,3774.8566404,1726.3672331,15883.9585168,232.7810274,10688.4889181,3422.8685462,4126.8447345,4449.9474823,2814.3939024,78399.5316268,3774.8566404,1714.1226052,15883.9585168,221.8999666,10688.4889181,3422.8685462,4126.8447345,4449.9474823,2814.3939024,78399.5316268
0.1775000,0.1775000,0.1775000,inf,nan,288.5200591,3287.3729168,1420.4544846,13938.3716126,201.9799203,9323.5179048,2939.5357499,3635.2100836,3875.2827532,2450.9440155,68386.0434529,3287.3729168,1408.2102189,13938.3716126,191.2610202,9323.5179048,2939.5357499,3635.2100836,3875.2827532,2450.9440155,68386.0434529
