# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2927668.7980060,103827.6421490,66733.2418131,416594.4774197,6407.5373032,293385.9528516,103861.6921420,103793.5921560,122396.0533574,77410.0610449,2151985.7370989
0.0025000,0.0025000,0.0025000,inf,nan,2319094.4107060,95272.2146746,61228.7454931,382391.4254621,5867.7593416,269297.5061242,95306.2568249,95238.1725243,112310.5834769,71031.4498259,1975288.7485036
0.0050000,0.0050000,0.0050000,inf,nan,2053847.0023156,87809.0122548,56429.1434327,352530.4144146,5398.5177522,248268.2623197,87843.1929484,87774.8315612,103512.6708721,65467.1613287,1821033.7139108
0.0075000,0.0075000,0.0075000,inf,nan,2280119.6845509,81162.9193461,52154.2123903,325949.2237012,4980.2501667,229548.2268697,81197.1566770,81128.6820151,95677.9986650,60512.0795496,1683716.5541410
0.0100000,0.0100000,0.0100000,inf,nan,2928190.2725103,75267.0384476,48361.8889673,302369.0185923,4609.3728119,212941.6120481,75301.3281820,75232.7487132,88727.7054859,56116.3281792,1561901.8948097
0.0125000,0.0125000,0.0125000,inf,nan,4097893.1990356,69764.8958570,44827.2215978,280322.0398336,4265.5750630,197417.5045610,69799.9553343,69729.8363797,82241.5663021,52014.1335709,1448030.5828616
0.0150000,0.0150000,0.0150000,inf,nan,6046651.4978544,64735.5627982,41592.4961498,260210.2064691,3949.4361870,183253.5269646,64770.8001510,64700.3254454,76312.7933407,48264.4483133,1344133.1189483
0.0175000,0.0175000,0.0175000,inf,nan,4541126.1288990,60166.5147262,38653.6271621,241943.1741838,3662.2047039,170388.5787429,60201.9288421,60131.1006103,70926.6221820,44857.9345675,1249764.1163608
0.0200000,0.0200000,0.0200000,inf,nan,3206263.7121577,56013.2219250,35981.9618625,225342.9754219,3401.0550246,158697.3249750,56048.8149367,55977.6289134,66030.5594691,41761.3926195,1164004.1988245
0.0225000,0.0225000,0.0225000,inf,nan,2439861.0305068,52236.6229771,33552.3664734,210253.5096262,3163.5084414,148069.8307467,52272.4003871,52200.8455671,61578.5580870,38945.6997168,1086046.9534241
0.0250000,0.0250000,0.0250000,inf,nan,2068053.2398056,48636.2811524,31230.1076465,195927.3125406,2935.8794746,137975.1363537,48670.8043920,48601.7579127,57334.3354411,36261.4176252,1011993.5025973
0.0275000,0.0275000,0.0275000,inf,nan,2018873.2910904,45120.9419365,28967.8291788,181895.3302497,2714.4555218,128091.7678342,45155.6456609,45086.2382120,53190.3171688,33640.5103440,939493.6386771
0.0300000,0.0300000,0.0300000,inf,nan,2309529.3973095,41909.7966645,26900.9796459,169085.0539305,2512.0281021,119068.5998879,41944.7143517,41874.8789774,49404.8945211,31246.3988494,873303.2016070
0.0325000,0.0325000,0.0325000,inf,nan,3082668.2843000,38986.8175031,25019.2205234,157432.8716722,2327.5643800,110860.8137406,39021.9849473,38951.6500589,45959.1732662,29067.1333799,813093.3947796
0.0350000,0.0350000,0.0350000,inf,nan,4755137.9187724,36336.1786836,23312.3398298,146876.0388951,2160.0428717,103424.1984667,36371.6339537,36300.7234135,42834.4973738,27090.9148260,758539.8755524
0.0375000,0.0375000,0.0375000,inf,nan,8541306.9192548,33942.3783564,21770.3301578,137353.1712909,2008.4609686,96715.4978510,33978.1617381,33906.5949746,40012.5926622,25306.1855802,709325.2991402
0.0400000,0.0400000,0.0400000,inf,nan,12121592.5250250,31790.3398425,20383.4534067,128804.6560338,1871.8411304,90692.6996619,31826.4937641,31754.1859209,37475.6861571,23701.7050268,665141.4400202
0.0425000,0.0425000,0.0425000,inf,nan,17237806.2676046,29865.4943052,19142.2935177,121172.9893455,1761.9864363,85315.2730271,29902.0632462,29828.9253642,35206.6035485,22266.6111784,625690.9326068
0.0450000,0.0450000,0.0450000,inf,nan,28726354.8560372,28153.8469250,18037.7985553,114403.0487148,1652.4822744,80544.3597602,28190.8773083,28116.8165418,33188.8472003,20990.4700137,590688.6740937
0.0475000,0.0475000,0.0475000,inf,nan,54272059.5155275,26642.0286443,17061.3134669,108442.3079667,1555.2026830,76342.9254121,26679.5687102,26604.4885785,31406.6571484,19863.3140562,559862.9318268
0.0500000,0.0500000,0.0500000,inf,nan,90268431.9690734,25317.3354620,16204.6048034,103241.0030001,1469.3103002,72675.8755602,25355.4351253,25279.2357987,29845.0574234,18875.6716713,532956.1956440
0.0525000,0.0525000,0.0525000,inf,nan,58759542.9934567,24167.7571240,15459.8785961,98752.2554141,1394.0084217,69510.1424255,24206.4678129,24129.0464351,28489.8898718,18018.5884564,509725.8125465
0.0550000,0.0550000,0.0550000,inf,nan,50416507.6190347,23181.9968711,14819.7924739,94932.1604563,1328.5419308,66814.7463608,23221.3713485,23142.6223937,27327.8374355,17283.6419646,489944.4370356
0.0575000,0.0575000,0.0575000,inf,nan,53935248.1328903,22349.4836903,14277.4629668,91739.8447893,1272.1977564,64560.8360937,22389.5758571,22309.3915235,26346.4385943,16662.9508384,473400.3256226
0.0600000,0.0600000,0.0600000,inf,nan,42879674.8721235,21660.3782660,13826.4687900,89137.4984952,1224.3049505,62721.7108544,21701.2429470,21619.5135850,25534.0943810,16149.1792467,459897.4985090
0.0625000,0.0625000,0.0625000,inf,nan,45569438.5033107,21105.5735553,13460.8507307,87090.3845538,1184.2344565,61272.8266902,21147.2662674,21063.8808431,24880.0690600,15735.5373144,449255.7853508
0.0650000,0.0650000,0.0650000,inf,nan,64093712.8842782,20676.6906173,13175.1085766,85566.8277498,1151.3986289,60191.7883691,20719.2673212,20634.1139133,24374.4852109,15415.7780121,441310.7654459
0.0675000,0.0675000,0.0675000,inf,nan,63157493.7843601,20366.0700152,12964.1953345,84538.1836053,1125.2505451,59458.3273281,20409.5868500,20322.5531804,24008.3135923,15184.1907462,435913.6057237
0.0700000,0.0700000,0.0700000,inf,nan,37459689.6199503,20166.7587878,12823.5087843,83978.7865280,1105.2831385,59054.2651302,20211.2717900,20122.2457856,23773.3577836,15035.5916453,432930.7926945
0.0725000,0.0725000,0.0725000,inf,nan,24052316.6098265,20072.4926606,12748.8802137,83865.8749338,1091.0281599,58963.4609008,20118.0574686,20026.9278525,23662.2332150,14965.3102971,432243.7471830
0.0750000,0.0750000,0.0750000,inf,nan,17402010.8361286,20077.6728451,12736.5599788,84179.4896989,1082.0549631,59171.7402222,20124.3443896,20031.0013006,23668.3398175,14969.1724517,433748.3034575
0.0775000,0.0775000,0.0775000,inf,nan,14980300.0882788,20177.3364690,12783.1993436,84902.3409633,1077.9690914,59666.8020379,20225.1686508,20129.5042873,23785.8271647,15043.4779743,437354.0275372
0.0800000,0.0800000,0.0800000,inf,nan,15873752.3070023,20367.1194052,12885.8278835,86019.6371267,1078.4106291,60438.0992883,20416.1647620,20318.0740484,24009.5506540,15184.9731328,442983.3433937
0.0825000,0.0825000,0.0825000,inf,nan,20301204.1589084,20643.2100431,13041.8255935,87518.8689312,1083.0522680,61476.6883340,20693.5194078,20592.9006784,24335.0170109,15390.8161307,450570.4308855
0.0850000,0.0850000,0.0850000,inf,nan,29691250.0114887,21002.2923935,13248.8887455,89389.5409162,1091.5970314,62775.0417954,21053.9145445,20950.6702426,24758.3172190,15658.5346890,460059.8561261
0.0875000,0.0875000,0.0875000,inf,nan,31267509.4600334,21441.4768629,13504.9884979,91622.8423794,1103.7755907,64326.8193282,21494.4581698,21388.4955559,25276.0449130,15985.9744332,471404.8941701
0.0900000,0.0900000,0.0900000,inf,nan,22459245.7926307,21958.2170991,13808.3212959,94211.2504124,1119.3431086,66126.5911482,22012.6011664,21903.8330317,25885.1983543,16371.2368970,484565.5060729
0.0925000,0.0925000,0.0925000,inf,nan,24128761.5844787,22550.2115354,14157.2502255,97148.0587278,1138.0755497,68169.5099218,22606.0388463,22494.3842246,26583.0643669,16812.6061172,499505.9382072
0.0950000,0.0950000,0.0950000,inf,nan,52069890.6922061,23215.2886559,14550.2367208,100426.8279866,1159.7654101,70450.9280145,23272.5962192,23157.9810925,27367.0830832,17308.4630916,516191.9218261
0.0975000,0.0975000,0.0975000,inf,nan,120452778.4304090,23951.2756062,14985.7623719,104040.7562638,1184.2168384,72965.9591359,24010.0966109,23892.4546015,28234.6930586,17857.1878202,534587.4657872
0.1000000,0.1000000,0.1000000,inf,nan,285324237.9251759,24755.8505914,15462.2410715,107981.9722350,1211.2401500,75708.9861555,24816.2140706,24695.4871122,29183.1572708,18457.0492581,554651.2554091
0.1025000,0.1025000,0.1025000,inf,nan,795659357.2517093,25626.3805304,15977.9223448,112240.7586170,1240.6457729,78673.1203204,25688.3110394,25564.4500215,30209.3717419,19106.0842774,576332.6956790
0.1050000,0.1050000,0.1050000,inf,nan,1255857227.0786805,26559.7466755,16530.7874462,116736.2356496,1272.2377113,81849.6212090,26623.2639872,26496.2293637,31309.6599708,19801.9676546,599567.6670929
0.1075000,0.1075000,0.1075000,inf,nan,701717942.6653577,27552.1623033,17118.4406441,118390.8105947,1305.8066635,83246.9123131,27617.2811258,27487.0434808,32479.5580212,20541.8761485,610265.8245953
0.1100000,0.1100000,0.1100000,inf,nan,657892818.6832861,28598.9880983,17737.9990129,119905.6367915,1341.1229910,84307.1984652,28665.7178166,28532.2583800,33713.5968880,21322.3508566,618027.8619486
0.1125000,0.1125000,0.1125000,inf,nan,535277085.6914294,29037.9277901,18385.9849741,121251.3455165,1377.9297927,85248.2133269,29111.1775939,28964.6779864,34231.0360288,21649.6081036,624914.6512960
