# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,45965937.2782500,38875173893.7440872,24904453320.9735718,157059994179.9036560,2391903317.0406084,110539013383.0575714,38875173968.3407745,38875173819.1473999,45827563447.3865509,28983896021.9238853,810718028564.1118164
0.0025000,0.0025000,0.0025000,inf,nan,49860786.1248008,20522169779.2639389,13147030720.6855812,82911917940.1576538,1262674240.4555593,58353504898.0799942,20522169848.8810577,20522169709.6468201,24192330051.2515907,15300572973.6986084,427977746868.7846069
0.0050000,0.0050000,0.0050000,inf,nan,69051936.1947010,11191016829.9494095,7169247909.6733170,45213052909.4634628,688546562.9480281,31820997427.2614098,11191016895.6843605,11191016764.2144585,13192404880.7356567,8343609447.6493330,233382357959.2927246
0.0075000,0.0075000,0.0075000,inf,nan,112415680.6455416,6287562174.4198828,4027966767.5583820,25402552965.8128128,386848047.2849491,17878343740.7530708,6287562237.2716656,6287562111.5681000,7412022265.5514259,4687774485.4047813,131123794654.0998535
0.0100000,0.0100000,0.0100000,inf,nan,176868441.0835803,3634007910.6534166,2328031457.0877380,14681890564.1110764,223581835.0657870,10333128971.0600052,3634007971.5465894,3634007849.7602439,4283909534.3718519,2709382283.7452855,75785490200.8818359
0.0125000,0.0125000,0.0125000,inf,nan,290153683.6345240,2161132210.3784881,1384469864.1070910,8731298346.1628208,132960330.8010834,6145095403.3105183,2161132270.1829429,2161132150.5740333,2547626507.3440237,1611260478.1253600,45069509145.7307434
0.0150000,0.0150000,0.0150000,inf,nan,551251624.4656563,1327392127.2275603,850355154.9592301,5362885767.9745178,81663298.4978088,3774402938.8782568,1327392186.7753046,1327392067.6798160,1564781345.9651566,989654618.6787646,27682317118.4801903
0.0175000,0.0175000,0.0175000,inf,nan,817202028.3967756,851247552.4175594,545325280.1453619,3439200686.3886156,52368092.3884670,2420511353.8601403,851247612.5173922,851247492.3177266,1003483645.4873296,634658782.8937815,17752571698.1324005
0.0200000,0.0200000,0.0200000,inf,nan,400297135.3016772,583798904.8193160,373991249.5221686,2358672608.8482375,35913223.1993247,1660034601.4555290,583798966.2700928,583798843.3685392,688204801.9707336,435258934.1785307,12175064213.8651028
0.0225000,0.0225000,0.0225000,inf,nan,207550727.9730022,446682926.8767143,286151511.2312844,1804705316.8772135,27477173.7382888,1270151881.6451824,446682990.4797691,446682863.2736595,526567166.7027861,333030317.5684758,9315576717.3223572
0.0250000,0.0250000,0.0250000,inf,nan,113347406.9212598,367662007.0013158,235529086.8497904,1485447246.1726041,22615710.8023915,1045457829.9955938,367662066.2499540,367661947.7526776,433414240.1291657,274115233.8318627,7667620204.6771431
0.0275000,0.0275000,0.0275000,inf,nan,65229832.7664857,312365304.5830019,200104985.1082907,1262037879.2384362,19213909.2605640,888222201.5238417,312365357.2028694,312365251.9631343,368228341.6574850,232888051.7328628,6514418954.1222963
0.0300000,0.0300000,0.0300000,inf,nan,39961276.6899204,260594009.9507724,166939193.0092822,1052873434.7642503,16028826.8013809,741012108.1477833,260594062.8949137,260593957.0066312,307198330.6793569,194289283.6696698,5434747121.9244242
0.0325000,0.0325000,0.0325000,inf,nan,26784611.3032476,215100548.3745148,137795257.4263048,869070938.8113264,13230155.6050583,611651818.0316283,215100597.6100248,215100499.1390049,253568872.9044378,160371036.4199557,4485989834.5137749
0.0350000,0.0350000,0.0350000,inf,nan,20652470.6858764,177344649.6317329,113608261.1772278,716528000.8007032,10907597.6736216,504292079.6599317,177344687.5155015,177344611.7479644,209060754.4358957,132221630.6741161,3698589629.4751287
0.0375000,0.0375000,0.0375000,inf,nan,19398035.1552699,143753923.5344881,92089424.2875770,580815160.1167090,8841155.0832892,408777305.0348438,143753962.1763857,143753884.8925904,169462703.1018284,107177624.0501317,2998062897.3337274
0.0400000,0.0400000,0.0400000,inf,nan,22623850.3638915,121099971.5919718,77576929.4784203,489288325.6531940,7447563.3582507,344360689.4492316,121100008.8109809,121099934.3729628,142757345.5176460,90287672.9110781,2525617065.2072926
0.0425000,0.0425000,0.0425000,inf,nan,31517451.2611121,99826816.6415141,63949204.2784926,403337526.8082857,6139162.7824022,283868570.0737204,99826838.2016337,99826795.0813946,117679725.0063441,74427193.0884640,2081954532.7478917
