# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,13863732207634003468221938806030336.0000000,39763705306664012840532710462220714631206273024.0000000,25442521382843083616814983665526179138103148544.0000000,161106956937218883451849659923741969657737773056.0000000,2426233721182796103871535843284154316532744192.0000000,113367113101886778961414465390968465947185119232.0000000,39763705306664012840532710462220714631206273024.0000000,39763705306664012840532710462220714631206273024.0000000,46874998754348248372923191121699377949662248960.0000000,29646352276259214746548812952532308708292558848.0000000,831426616846777030157589457472337775219412303872.0000000,39763705306664012840532710462220714631206273024.0000000,25442521382843083616814983665526179138103148544.0000000,161106956937218883451849659923741969657737773056.0000000,2426233721182796103871535843284154316532744192.0000000,113367113101886778961414465390968465947185119232.0000000,39763705306664012840532710462220714631206273024.0000000,39763705306664012840532710462220714631206273024.0000000,46874998754348248372923191121699377949662248960.0000000,29646352276259214746548812952532308708292558848.0000000,831426616846777030157589457472337775219412303872.0000000
0.0025000,0.0025000,0.0025000,inf,nan,3249639984210454016.0000000,57485777726875924361641984.0000000,36781862196836519559299072.0000000,232909851969831520518012928.0000000,3507568807625879856349184.0000000,163893093338587927528079360.0000000,57485777726875924361641984.0000000,57485777726875924361641984.0000000,67766465387430907987623936.0000000,42859275920649298548621312.0000000,1201980683733114529838530560.0000000,57485777726875924361641984.0000000,36781862196836519559299072.0000000,232909851969831520518012928.0000000,3507568807625879856349184.0000000,163893093338587927528079360.0000000,57485777726875924361641984.0000000,57485777726875924361641984.0000000,67766465387430907987623936.0000000,42859275920649298548621312.0000000,1201980683733114529838530560.0000000
0.0050000,0.0050000,0.0050000,inf,nan,6917216743770707.0000000,15674829098670727626752.0000000,10029426871527161200640.0000000,63508267077600792281088.0000000,956419896946244190208.0000000,44689248891312845881344.0000000,15674829098670727626752.0000000,15674829098670727626752.0000000,18478096767095641473024.0000000,11686574521803220189184.0000000,327747880302221925023744.0000000,15674829098670727626752.0000000,10029426871527161200640.0000000,63508267077600792281088.0000000,956419896946244190208.0000000,44689248891312845881344.0000000,15674829098670727626752.0000000,15674829098670727626752.0000000,18478096767095641473024.0000000,11686574521803220189184.0000000,327747880302221925023744.0000000
0.0075000,0.0075000,0.0075000,inf,nan,185179394384370.4375000,125373930969983270912.0000000,80219609687963090944.0000000,507966054551573954560.0000000,7649851959418654720.0000000,357443565770694328320.0000000,125373930969983270912.0000000,125373930969983270912.0000000,147795654673579900928.0000000,93474179408844390400.0000000,2621466547667056197632.0000000,125373930969983270912.0000000,80219609687963090944.0000000,507966054551573954560.0000000,7649851959418654720.0000000,357443565770694328320.0000000,125373930969983270912.0000000,125373930969983270912.0000000,147795654673579900928.0000000,93474179408844390400.0000000,2621466547667056197632.0000000
0.0100000,0.0100000,0.0100000,inf,nan,14085079243475.3378906,4045860087514200576.0000000,2588714531894439424.0000000,16392240161530167296.0000000,246863366423499872.0000000,11534827419529078784.0000000,4045860087514196992.0000000,4045860087514204160.0000000,4769416861428958208.0000000,3016444078585436672.0000000,84595631615641141248.0000000,4045860087514200576.0000000,2588714531894439424.0000000,16392240161530167296.0000000,246863366423499872.0000000,11534827419529078784.0000000,4045860087514196992.0000000,4045860087514204160.0000000,4769416861428958208.0000000,3016444078585436672.0000000,84595631615641141248.0000000
0.0125000,0.0125000,0.0125000,inf,nan,1905501697033.4946289,281149800416840960.0000000,179891681337257472.0000000,1139108855516327552.0000000,17154717232828806.0000000,801563662463795584.0000000,281149800416837984.0000000,281149800416843936.0000000,331430294100787008.0000000,209614922987590912.0000000,5878612816589230080.0000000,281149800416840960.0000000,179891681337257472.0000000,1139108855516327552.0000000,17154717232828806.0000000,801563662463795584.0000000,281149800416837984.0000000,281149800416843936.0000000,331430294100787008.0000000,209614922987590912.0000000,5878612816589230080.0000000
0.0150000,0.0150000,0.0150000,inf,nan,371210749217.5277710,31768500414362300.0000000,20326846885988132.0000000,128713519200396768.0000000,1938395942465584.5000000,90572625563498480.0000000,31768500414359868.0000000,31768500414364732.0000000,37449940991821416.0000000,23685422354612196.0000000,664253411661351424.0000000,31768500414362300.0000000,20326846885988132.0000000,128713519200396768.0000000,1938395942465584.5000000,90572625563498480.0000000,31768500414359868.0000000,31768500414364732.0000000,37449940991821416.0000000,23685422354612196.0000000,664253411661351424.0000000
0.0175000,0.0175000,0.0175000,inf,nan,93049837697.6061249,5022805775830380.0000000,3213806200650552.5000000,20350441560875212.0000000,306472947573858.6250000,14320119086953090.0000000,5022805775828342.0000000,5022805775832418.0000000,5921078346939769.0000000,3744818756126871.5000000,105022769287511664.0000000,5022805775830380.0000000,3213806200650552.5000000,20350441560875212.0000000,306472947573858.6250000,14320119086953090.0000000,5022805775828342.0000000,5022805775832418.0000000,5921078346939769.0000000,3744818756126871.5000000,105022769287511664.0000000
0.0200000,0.0200000,0.0200000,inf,nan,28060899975.0109901,1015727115137840.7500000,649905695201636.5000000,4115328453390931.0000000,61975890076833.4062500,2895858221359815.5000000,1015727115136099.0000000,1015727115139582.5000000,1197378536271987.2500000,757288679203604.2500000,21238025185856724.0000000,1015727115137840.7500000,649905695201636.5000000,4115328453390931.0000000,61975890076833.4062500,2895858221359815.5000000,1015727115136099.0000000,1015727115139582.5000000,1197378536271987.2500000,757288679203604.2500000,21238025185856724.0000000
0.0225000,0.0225000,0.0225000,inf,nan,9757078321.2807178,247911030221747.1250000,158624089183615.0312500,1004438418729029.7500000,15126606645322.8828125,706799295054878.3750000,247911030220235.7500000,247911030223258.5000000,292247142041012.1875000,184833321704869.5312500,5183617455961714.0000000,247911030221747.1250000,158624089183615.0312500,1004438418729029.7500000,15126606645322.8828125,706799295054878.3750000,247911030220235.7500000,247911030223258.5000000,292247142041012.1875000,184833321704869.5312500,5183617455961714.0000000
0.0250000,0.0250000,0.0250000,inf,nan,3818926254.4702334,70191650534097.1250000,44911621683923.8671875,284389092742152.3125000,4282831703998.0175781,200117803311127.8125000,70191650532770.1953125,70191650535424.0546875,82744641274666.0937500,52332306120304.6093750,1467650216025466.2500000,70191650534097.1250000,44911621683923.8671875,284389092742152.3125000,4282831703998.0175781,200117803311127.8125000,70191650532770.1953125,70191650535424.0546875,82744641274666.0937500,52332306120304.6093750,1467650216025466.2500000
0.0275000,0.0275000,0.0275000,inf,nan,1679230514.3047044,22410760378421.5429688,14339363006750.3339844,90799634047296.1093750,1367420122084.8815918,63893530793379.1406250,22410760377245.6679688,22410760379597.4179688,26418673931939.9609375,16708636477249.2929688,468590763330309.3750000,22410760378421.5429688,14339363006750.3339844,90799634047296.1093750,1367420122084.8815918,63893530793379.1406250,22410760377245.6679688,22410760379597.4179688,26418673931939.9609375,16708636477249.2929688,468590763330309.3750000
0.0300000,0.0300000,0.0300000,inf,nan,772678288.1614997,7901873460151.3125000,5055956332257.5595703,32015302985584.4570312,482142219755.6445312,22528402887892.1835938,7901873459101.4423828,7901873461201.1826172,9315035048796.9921875,5891345447699.2382812,165221758194610.7187500,7901873460151.3125000,5055956332257.5595703,32015302985584.4570312,482142219755.6445312,22528402887892.1835938,7901873459101.4423828,7901873461201.1826172,9315035048796.9921875,5891345447699.2382812,165221758194610.7187500
0.0325000,0.0325000,0.0325000,inf,nan,379520534.6045828,3028361916561.3076172,1937675215307.2072754,12269740591344.6406250,184778927820.6830139,8633922896463.7998047,3028361915618.1806641,3028361917504.4345703,3569950535840.4501953,2257834965478.8774414,63320596935326.4687500,3028361916561.3076172,1937675215307.2072754,12269740591344.6406250,184778927820.6830139,8633922896463.7998047,3028361915618.1806641,3028361917504.4345703,3569950535840.4501953,2257834965478.8774414,63320596935326.4687500
0.0350000,0.0350000,0.0350000,inf,nan,197709134.8213570,1246021590202.3662109,797257703125.6175537,5048394189998.5087891,76027308047.0294037,3552434171776.0488281,1246021589350.8549805,1246021591053.8774414,1468858599523.8830566,928987747044.1177979,26053307925593.2070312,1246021590202.3662109,797257703125.6175537,5048394189998.5087891,76027308047.0294037,3552434171776.0488281,1246021589350.8549805,1246021591053.8774414,1468858599523.8830566,928987747044.1177979,26053307925593.2070312
